pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
GJ 1148,c,GJ 1148 c,Radial Velocity,0,2,532.58,4.14,-2.52,0,0.912,0.005,-0.002,0,0.342,0.05,-0.062,0,,,,0,0.21414,0.01545,-0.00689,0,Msini,,,,0,,,,0,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,0.01,-0.01,0,11.02,0.01,-0.01,0,11.92,0.02,0,V (Johnson),10.577,,0,3264,,,0,0.35,,,0,0.4,,,0,10/19/2017,Calar Alto Observatory
GJ 1265,b,GJ 1265 b,Radial Velocity,0,1,3.6511,0.0012,-0.0012,0,0.026,0.001,-0.001,0,0.04,0.04,-0.04,0,,,,0,0.02328,0.00157,-0.00157,0,Msini,,,,0,,,,0,0,0,0,0,22h13m42.88s,333.428676,-17d41m08.8s,-17.685771,10.26,0.01,-0.01,0,10.26,0.01,-0.01,0,13.57,0.02,0,V (Johnson),12.081,,0,3236,51,-51,0,0.18,0.02,-0.02,0,0.19,0.01,-0.01,0,12/6/2018,Calar Alto Observatory
GJ 15 A,b,GJ 15 A b,Radial Velocity,1,2,11.4407,0.0017,-0.0016,0,0.072,0.003,-0.004,0,0.094,0.091,-0.065,0,,,,0,0.00953,0.00145,-0.00138,0,Msini,,,,0,,,,0,0,0,0,1,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.56,0,0,0,3.56,0,0,0,8.08,,0,V (Johnson),7.216,,0,3607,68,-68,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,10/10/2019,W. M. Keck Observatory
GJ 15 A,c,GJ 15 A c,Radial Velocity,0,2,7600,2200,-1700,0,5.4,1,-0.9,0,0.27,0.28,-0.19,0,,,,0,0.11327,0.07866,-0.05663,0,Msini,,,,0,,,,0,0,0,0,0,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.56,0,0,0,3.56,0,0,0,8.08,,0,V (Johnson),7.216,,0,3607,68,-68,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,10/10/2019,Roque de los Muchachos Observatory
GJ 160.2,b,GJ 160.2 b,Radial Velocity,0,1,5.2354,0.0027,-0.0065,0,0.053,0.004,-0.007,0,0.06,0.2,-0.06,0,,,,0,0.03209,0.02265,-0.01856,0,Msini,,,,0,,,,0,0,0,0,0,04h06m34.84s,61.645172,-20d51m11.2s,-20.853121,25.88,0.04,-0.04,0,25.88,0.04,-0.04,0,9.68,0.009,0,V (Johnson),9.202,,0,4347,,,0,0.69,,,0,,,,0,10/10/2019,Multiple Observatories
GJ 163,b,GJ 163 b,Radial Velocity,0,3,8.63182,0.00155,-0.00155,0,0.0607,0.00001,-0.00001,0,0.073,0.05,-0.05,0,,,,,0.03335,0.00189,-0.00189,0,Msini,,,,,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,0.01,-0.01,0,15.14,0.01,-0.01,0,11.81,0.014,0,V (Johnson),10.677,,0,3500,100,-100,0,0.4,0.02,-0.02,0,,,,,1/26/2017,La Silla Observatory
GJ 163,c,GJ 163 c,Radial Velocity,0,3,25.63058,0.0255,-0.0255,0,0.1254,0.0001,-0.0001,0,0.099,0.086,-0.086,0,,,,,0.0214,0.00283,-0.00283,0,Msini,,,,,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,0.01,-0.01,0,15.14,0.01,-0.01,0,11.81,0.014,0,V (Johnson),10.677,,0,3500,100,-100,0,0.4,0.02,-0.02,0,,,,,1/26/2017,La Silla Observatory
GJ 163,d,GJ 163 d,Radial Velocity,0,3,603.95116,7.55862,-7.55862,0,1.0304,0.0086,-0.0086,0,0.373,0.077,-0.077,0,,,,,0.0925,0.00912,-0.00912,0,Msini,,,,,,,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,0.01,-0.01,0,15.14,0.01,-0.01,0,11.81,0.014,0,V (Johnson),10.677,,0,3500,100,-100,0,0.4,0.02,-0.02,0,,,,,1/26/2017,La Silla Observatory
GJ 179,b,GJ 179 b,Radial Velocity,0,1,2288,59,-59,0,2.41,0.04,-0.04,0,0.21,0.08,-0.08,0,,,,,0.82,0.07,-0.07,0,Msini,,,,,,,,,0,0,0,0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.36,0.01,-0.01,0,12.36,0.01,-0.01,0,12,0.025,0,V (Johnson),10.706,,0,3370,100,-100,0,0.36,0.03,-0.03,0,0.38,0.02,-0.02,0,5/14/2014,W. M. Keck Observatory
GJ 180,b,GJ 180 b,Radial Velocity,0,2,17.38,0.018,-0.02,0,0.103,0.006,-0.014,0,0.11,0.14,-0.11,0,,,,0,0.02611,0.01101,-0.01668,0,Msini,,,,0,,,,0,0,0,0,0,04h53m49.98s,73.458252,-17d46m24.3s,-17.773418,11.94,0,0,0,11.94,0,0,0,10.91,0.011,0,V (Johnson),9.934,,0,3371,,,0,0.43,,,0,,,,0,10/10/2019,Multiple Observatories
GJ 180,c,GJ 180 c,Radial Velocity,0,2,24.329,0.052,-0.066,0,0.129,0.007,-0.017,0,0.09,0.2,-0.09,0,,,,0,0.02014,0.01164,-0.0129,0,Msini,,,,0,,,,0,0,0,0,0,04h53m49.98s,73.458252,-17d46m24.3s,-17.773418,11.94,0,0,0,11.94,0,0,0,10.91,0.011,0,V (Johnson),9.934,,0,3371,,,0,0.43,,,0,,,,0,10/10/2019,Multiple Observatories
GJ 229,b,GJ 229 b,Radial Velocity,0,1,471,22,-12,0,0.97,0.12,-0.09,0,0.1,0.22,-0.1,0,,,,0,0.10068,0.05349,-0.05034,0,Msini,,,,0,,,,0,0,0,0,0,06h10m34.62s,92.644234,-21d51m52.7s,-21.864643,5.76,0,0,0,5.76,0,0,0,8.14,,0,V (Johnson),7.307,,0,3564,,,0,0.58,,,0,,,,0,10/10/2019,Multiple Observatories
GJ 27.1,b,GJ 27.1 b,Radial Velocity,0,1,15.819,0.023,-0.026,0,0.101,0.009,-0.013,0,0.08,0.18,-0.08,0,,,,0,0.0409,0.0129,-0.02077,0,Msini,,,,0,,,,0,0,0,0,0,00h39m58.82s,9.995098,-44d15m11.6s,-44.25322,23.62,0.03,-0.03,0,23.62,0.03,-0.03,0,11.42,0.014,0,V (Johnson),10.579,,0,3542,,,0,0.53,,,0,,,,0,10/10/2019,Multiple Observatories
GJ 273,b,GJ 273 b,Radial Velocity,0,2,18.6498,0.0059,-0.0052,0,0.091101,0.000019,-0.000017,0,0.1,0.09,-0.07,0,,,,,0.00909,0.00085,-0.00082,0,Msini,,,,,,,,,0,0,0,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.8,0.02,-0.02,0,,,,,9.872,,0,V (Johnson),,,,3382,49,-49,0,0.29,,,0,0.29,0.03,-0.03,0,3/30/2017,La Silla Observatory
GJ 273,c,GJ 273 c,Radial Velocity,0,2,4.7234,0.0004,-0.0004,0,0.036467,0.000002,-0.000002,0,0.17,0.13,-0.12,0,,,,,0.00371,0.0005,-0.0005,0,Msini,,,,,,,,,0,0,0,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.8,0.02,-0.02,0,,,,,9.872,,0,V (Johnson),,,,3382,49,-49,0,0.29,,,0,0.29,0.03,-0.03,0,3/30/2017,La Silla Observatory
GJ 3021,b,GJ 3021 b,Radial Velocity,0,1,133.71,0.2,-0.2,0,0.49,,,0,0.511,0.017,-0.017,0,,,,,3.37,0.09,-0.09,0,Msini,,,,,,,,,0,0,0,1,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,17.56,0.01,-0.01,0,17.56,0.01,-0.01,0,6.59,0,0,V (Johnson),6.394,,0,5540,75,-75,0,0.9,,,0,0.9,,,0,5/14/2014,La Silla Observatory
GJ 3138,b,GJ 3138 b,Radial Velocity,0,3,1.22003,0.00006,-0.00004,0,0.0197,0.0005,-0.0005,0,0.19,0.18,-0.13,0,,,,,0.0056,0.00107,-0.00104,0,Msini,,,,,,,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,0.03,-0.03,0,28.49,0.03,-0.03,0,10.98,,0,V (Johnson),10.192,,0,3717,49,-49,0,0.68,,,0,0.5,0.03,-0.03,0,3/30/2017,La Silla Observatory
GJ 3138,c,GJ 3138 c,Radial Velocity,0,3,5.974,0.001,-0.001,0,0.057,0.001,-0.001,0,0.11,0.11,-0.07,0,,,,,0.01315,0.00192,-0.00186,0,Msini,,,,,,,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,0.03,-0.03,0,28.49,0.03,-0.03,0,10.98,,0,V (Johnson),10.192,,0,3717,49,-49,0,0.68,,,0,0.5,0.03,-0.03,0,3/30/2017,La Silla Observatory
GJ 3138,d,GJ 3138 d,Radial Velocity,0,3,257.8,3.6,-3.5,0,0.698,0.018,-0.019,0,0.32,0.2,-0.21,0,,,,,0.03304,0.00724,-0.00661,0,Msini,,,,,,,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,0.03,-0.03,0,28.49,0.03,-0.03,0,10.98,,0,V (Johnson),10.192,,0,3717,49,-49,0,0.68,,,0,0.5,0.03,-0.03,0,3/30/2017,La Silla Observatory
GJ 317,b,GJ 317 b,Radial Velocity,0,2,692,2,-2,0,1.15,0.05,-0.05,0,0.11,0.05,-0.05,0,45,30,-10,0,2.5,0.7,-0.4,0,Mass,,,,,,,,,0,0,0,0,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,15.1,0.22,-0.22,0,15.2,0.01,-0.01,0,11.97,0.014,0,V (Johnson),10.754,,0,3510,50,-50,0,0.42,0.05,-0.05,0,,,,,8/27/2014,W. M. Keck Observatory
GJ 317,c,GJ 317 c,Radial Velocity,0,2,5312,758,-1248,0,,,,0,0.308,0.065,-0.079,0,,,,0,1.54,1.26,-0.57,0,Msini,,,,0,,,,0,0,0,0,0,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,15.1,0.22,-0.22,0,15.2,0.01,-0.01,0,11.97,0.014,0,V (Johnson),10.754,,0,3510,50,-50,0,0.42,0.05,-0.05,0,,,,,11/29/2018,W. M. Keck Observatory
GJ 328,b,GJ 328 b,Radial Velocity,0,1,4100,300,-300,0,4.5,0.2,-0.2,0,0.37,0.05,-0.05,0,,,,,2.3,0.13,-0.13,0,Msini,,,,,,,,,0,0,0,0,08h55m07.62s,133.781754,+01d32m47.4s,1.546508,20.54,0.02,-0.02,0,20.54,0.02,-0.02,0,9.97,0.009,0,V (Johnson),9.286,,0,3900,100,-100,0,0.69,0.05,-0.05,0,,,,,5/14/2014,McDonald Observatory
GJ 3293,b,GJ 3293 b,Radial Velocity,0,4,30.5987,0.0083,-0.0084,0,0.14339,0.00003,-0.00003,0,0.06,0.04,-0.04,0,,,,,0.07406,0.00277,-0.0028,0,Msini,,,,,,,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,0.02,-0.02,0,20.2,0.02,-0.02,0,11.962,,0,V (Johnson),10.979,,0,3466,49,-49,0,0.42,,,0,0.4,0.03,-0.03,0,3/30/2017,La Silla Observatory
GJ 3293,c,GJ 3293 c,Radial Velocity,0,4,122.6196,0.2429,-0.2371,0,0.36175,0.00048,-0.00047,0,0.11,0.1,-0.08,0,,,,,0.06636,0.0039,-0.00396,0,Msini,,,,,,,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,0.02,-0.02,0,20.2,0.02,-0.02,0,11.962,,0,V (Johnson),10.979,,0,3466,49,-49,0,0.42,,,0,0.4,0.03,-0.03,0,3/30/2017,La Silla Observatory
GJ 3293,d,GJ 3293 d,Radial Velocity,0,4,48.1345,0.0628,-0.0661,0,0.19394,0.00017,-0.00018,0,0.12,0.13,-0.09,0,,,,,0.02391,0.0033,-0.0033,0,Msini,,,,,,,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,0.02,-0.02,0,20.2,0.02,-0.02,0,11.962,,0,V (Johnson),10.979,,0,3466,49,-49,0,0.42,,,0,0.4,0.03,-0.03,0,3/30/2017,La Silla Observatory
GJ 3293,e,GJ 3293 e,Radial Velocity,0,4,13.2543,0.0078,-0.0104,0,0.08208,0.00003,-0.00004,0,0.21,0.2,-0.14,0,,,,,0.01032,0.00201,-0.00201,0,Msini,,,,,,,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,0.02,-0.02,0,20.2,0.02,-0.02,0,11.962,,0,V (Johnson),10.979,,0,3466,49,-49,0,0.42,,,0,0.4,0.03,-0.03,0,3/30/2017,La Silla Observatory
GJ 3323,b,GJ 3323 b,Radial Velocity,0,2,5.3636,0.0007,-0.0007,0,0.03282,0.00054,-0.00056,0,0.23,0.11,-0.11,0,,,,,0.00636,0.00082,-0.00079,0,Msini,,,,,,,,,0,0,0,0,05h01m57.43s,75.48928,-06d56m46.5s,-6.946263,5.32,0.04,-0.04,0,5.38,0,0,0,12.22,,0,V (Johnson),10.647,,0,3159,49,-49,0,0.16,,,0,0.12,0.03,-0.03,0,3/30/2017,La Silla Observatory
GJ 3323,c,GJ 3323 c,Radial Velocity,0,2,40.54,0.21,-0.19,0,0.1264,0.0021,-0.0022,0,0.17,0.21,-0.12,0,,,,,0.00727,0.00157,-0.00154,0,Msini,,,,,,,,,0,0,0,0,05h01m57.43s,75.48928,-06d56m46.5s,-6.946263,5.32,0.04,-0.04,0,5.38,0,0,0,12.22,,0,V (Johnson),10.647,,0,3159,49,-49,0,0.16,,,0,0.12,0.03,-0.03,0,3/30/2017,La Silla Observatory
GJ 3341,b,GJ 3341 b,Radial Velocity,0,1,14.207,0.007,-0.007,0,0.089,,,0,0.31,0.11,-0.11,0,,,,,0.0208,0.0003,-0.0003,0,Msini,,,,,,,,,0,0,0,0,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951,23.16,0.78,-0.73,0,23.64,0.03,-0.03,0,12.08,,0,V (Johnson),11.103,,0,3526,49,-49,0,0.47,,,0,0.44,0.03,-0.03,0,12/3/2014,La Silla Observatory
GJ 3470,b,GJ 3470 b,Radial Velocity,0,1,3.3366496,0.0000039,-0.0000033,0,0.0355,0.0019,-0.0019,0,,,,,89.13,0.26,-0.34,0,0.04373,0.00472,-0.00472,0,Mass,0.408,0.016,-0.016,0,0.8,0.13,-0.13,0,0,0,0,1,07h59m05.84s,119.774349,+15d23m29.4s,15.391492,29.45,0.05,-0.05,0,29.45,0.05,-0.05,0,12.33,0.012,0,V (Johnson),11.354,,0,3600,100,-100,0,0.54,0.05,-0.04,0,0.55,0.02,-0.02,0,9/29/2016,La Silla Observatory
GJ 3512,b,GJ 3512 b,Radial Velocity,0,1,203.59,0.14,-0.14,0,0.338,0.008,-0.0084,0,0.4356,0.0042,-0.0042,0,,,,0,0.463,0.022,-0.023,0,Msini,,,,0,,,,0,0,0,0,0,08h41m20.13s,130.333891,+59d29m50.6s,59.497391,9.49,0.01,-0.01,0,9.49,0.01,-0.01,0,15.05,0.02,0,V (Johnson),13.112,,0,3081,51,-51,0,0.12,0.01,-0.01,0,0.14,0.01,-0.01,0,10/10/2019,Calar Alto Observatory
GJ 357,c,GJ 357 c,Radial Velocity,0,3,9.1247,0.0011,-0.001,0,0.061,0.004,-0.004,0,,,,0,,,,0,0.0107,0.00145,-0.00145,0,Msini,,,,0,,,,0,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,0.01,-0.01,0,9.44,0.01,-0.01,0,10.92,0.03,0,V (Johnson),9.88,,0,3505,51,-51,0,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,8/1/2019,Multiple Observatories
GJ 357,d,GJ 357 d,Radial Velocity,0,3,55.661,0.055,-0.055,0,0.204,0.015,-0.015,0,,,,0,,,,0,0.01919,0.00315,-0.00315,0,Msini,,,,0,,,,0,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,0.01,-0.01,0,9.44,0.01,-0.01,0,10.92,0.03,0,V (Johnson),9.88,,0,3505,51,-51,0,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,8/1/2019,Multiple Observatories
GJ 3634,b,GJ 3634 b,Radial Velocity,0,1,2.64561,0.00066,-0.00066,0,0.0287,0.001,-0.0011,0,0.08,0.094,-0.057,0,59,18,-24,0,0.026,0.013,-0.005,0,Mass,,,,,,,,,0,0,0,0,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,19.8,0.6,-0.6,0,20.39,0.03,-0.03,0,11.93,0.01,0,V (Johnson),10.923,,0,,,,,0.45,0.05,-0.05,0,0.43,0.03,-0.03,0,8/21/2014,La Silla Observatory
GJ 3779,b,GJ 3779 b,Radial Velocity,0,1,3.0232,0.0013,-0.0013,0,0.026,0.001,-0.001,0,0.07,0.05,-0.05,0,,,,0,0.02517,0.00157,-0.00157,0,Msini,,,,0,,,,0,0,0,0,0,13h22m56.74s,200.736403,+24d28m03.5s,24.467626,13.75,0.01,-0.01,0,13.75,0.01,-0.01,0,12.96,0.02,0,V (Johnson),11.627,,0,3324,51,-51,0,0.27,0.02,-0.02,0,0.28,0.01,-0.01,0,12/6/2018,Calar Alto Observatory
GJ 3942,b,GJ 3942 b,Radial Velocity,0,1,6.905,0.04,-0.04,0,0.0608,0.0068,-0.0068,0,0.121,0.118,-0.118,0,,,,0,0.02246,0.00186,-0.00186,0,Msini,,,,0,,,,0,0,0,0,0,16h09m03.14s,242.263092,+52d56m37.9s,52.943874,16.94,0.01,-0.01,0,16.94,0.01,-0.01,0,10.25,0.04,0,V (Johnson),9.408,,0,3867,69,-69,0,0.63,0.07,-0.07,0,0.61,0.06,-0.06,0,12/21/2017,Roque de los Muchachos Observatory
GJ 3998,b,GJ 3998 b,Radial Velocity,0,2,2.64977,0.00081,-0.00077,0,0.029,0.001,-0.001,0,0,,,0,,,,,0.00777,0.00085,-0.00085,0,Msini,,,,,,,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,18.16,0.02,-0.02,0,18.16,0.02,-0.02,0,10.83,,0,V (Johnson),9.983,,0,3722,68,-68,0,0.5,0.05,-0.05,0,0.49,0.05,-0.05,0,7/28/2016,Roque de los Muchachos Observatory
GJ 3998,c,GJ 3998 c,Radial Velocity,0,2,13.74,0.016,-0.016,0,0.089,0.003,-0.003,0,0.049,0.052,-0.034,0,,,,,0.0197,0.00249,-0.00239,0,Msini,,,,,,,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,18.16,0.02,-0.02,0,18.16,0.02,-0.02,0,10.83,,0,V (Johnson),9.983,,0,3722,68,-68,0,0.5,0.05,-0.05,0,0.49,0.05,-0.05,0,7/28/2016,Roque de los Muchachos Observatory
GJ 411,b,GJ 411 b,Radial Velocity,0,1,12.9532,0.0079,-0.0079,0,0.0785,0.0027,-0.0027,0,0.22,0.13,-0.13,0,,,,0,0.00941,0.00145,-0.00145,0,Msini,,,,0,,,,0,0,0,0,2,11h03m20.19s,165.834137,+35d58m11.6s,35.969879,2.55,0,0,0,,,,,7.49,0.01,0,V (Johnson),,,,3563,60,-60,0,0.39,0.04,-0.04,0,0.39,0.01,-0.01,0,3/5/2019,Haute-Provence Observatory
GJ 422,b,GJ 422 b,Radial Velocity,0,1,26.161,0.082,-0.098,0,0.119,0.014,-0.011,0,0.05,0.21,-0.05,0,,,,0,0.03115,0.01762,-0.01259,0,Msini,,,,0,,,,0,0,0,0,0,11h16m00.21s,169.00087,-57d32m51.6s,-57.547668,12.67,0.01,-0.01,0,12.67,0.01,-0.01,0,11.55,0.014,0,V (Johnson),10.477,,0,3323,,,0,0.35,,,0,,,,0,10/10/2019,Multiple Observatories
GJ 4276,b,GJ 4276 b,Radial Velocity,0,1,13.352,0.003,-0.003,0,0.082,0.002,-0.002,0,0.37,0.03,-0.03,0,,,,0,0.05213,0.00296,-0.00299,0,Msini,,,,0,,,,0,0,0,0,0,22h25m17.05s,336.321023,+59d24m49.8s,59.413835,21.35,0.02,-0.02,0,21.35,0.02,-0.02,0,,,,,11.66,,0,3387,51,-51,0,0.41,0.03,-0.03,0,0.41,0.01,-0.01,0,1/24/2019,Calar Alto Observatory
GJ 433,b,GJ 433 b,Radial Velocity,0,2,7.3697,0.0034,-0.0036,0,0.06,0.004,-0.008,0,0.05,0.16,-0.05,0,,,,0,0.01668,0.00629,-0.00598,0,Msini,,,,0,,,,0,0,0,0,0,11h35m26.95s,173.862289,-32d32m23.9s,-32.53997,9.07,0,0,0,9.07,0,0,0,9.806,0.015,0,V (Johnson),8.891,,0,3472,,,0,0.48,,,0,,,,0,10/10/2019,La Silla Observatory
GJ 433,c,GJ 433 c,Radial Velocity,0,2,3400,,,0,3.6,,,0,0.08,0.16,-0.08,0,,,,0,0.14159,,,0,Msini,,,,0,,,,0,0,0,0,4,11h35m26.95s,173.862289,-32d32m23.9s,-32.53997,9.07,0,0,0,9.07,0,0,0,9.806,0.015,0,V (Johnson),8.891,,0,3472,,,0,0.48,,,0,,,,0,10/10/2019,Multiple Observatories
GJ 436,b,GJ 436 b,Radial Velocity,0,1,2.64388312,0.00000057,-0.00000057,0,0.0291,0.0015,-0.0015,0,0.13827,0.00018,-0.00018,0,86.44,0.17,-0.16,0,0.07,0.007,-0.007,0,Mass,0.372,0.015,-0.015,0,1.8,0.29,-0.29,0,0,0,0,0,11h42m11.09s,175.546219,+26d42m23.7s,26.70657,9.76,0.01,-0.01,0,9.76,0.01,-0.01,0,10.67,0.01,0,V (Johnson),9.571,,0,,,,,0.47,0.07,-0.07,0,0.46,0.02,-0.02,0,2/5/2015,W. M. Keck Observatory
GJ 536,b,GJ 536 b,Radial Velocity,0,1,8.7076,0.0022,-0.0025,0,0.06661,0.000011,-0.000013,0,0.08,0.09,-0.06,0,,,,,0.01686,0.00217,-0.00195,0,Msini,,,,,,,,,0,0,0,0,14h01m03.19s,210.26329,-02d39m17.5s,-2.654864,10.41,0.01,-0.01,0,10.41,0.01,-0.01,0,9.72,0.009,0,V (Johnson),8.859,,0,3685,68,-68,0,0.52,0.05,-0.05,0,0.5,0.05,-0.05,0,11/17/2016,La Silla Observatory
GJ 581,b,GJ 581 b,Radial Velocity,0,3,5.3686,0.0001,-0.0001,0,0.04061,0.00003,-0.00003,0,0,0.03,-0.03,0,,,,,0.0497,0.0009,-0.0009,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.3,0,0,0,6.3,0,0,0,10.56,0.011,0,V (Johnson),9.411,,0,,,,,0.31,0.02,-0.02,0,0.29,,,0,7/9/2014,La Silla Observatory
GJ 581,c,GJ 581 c,Radial Velocity,0,3,12.914,0.002,-0.002,0,0.0721,0.0003,-0.0003,0,0,0.06,-0.06,0,,,,,0.0173,0.0009,-0.0009,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.3,0,0,0,6.3,0,0,0,10.56,0.011,0,V (Johnson),9.411,,0,,,,,0.31,0.02,-0.02,0,0.29,,,0,7/9/2014,La Silla Observatory
GJ 581,e,GJ 581 e,Radial Velocity,0,3,3.149,0.0002,-0.0002,0,0.02815,0.00006,-0.00006,0,0,0.06,-0.06,0,,,,,0.0053,0.0006,-0.0006,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.3,0,0,0,6.3,0,0,0,10.56,0.011,0,V (Johnson),9.411,,0,,,,,0.31,0.02,-0.02,0,0.29,,,0,7/9/2014,La Silla Observatory
GJ 625,b,GJ 625 b,Radial Velocity,0,1,14.628,0.012,-0.013,0,0.078361,0.000044,-0.000046,0,0.13,0.12,-0.09,0,,,,0,0.00887,0.0016,-0.0016,0,Msini,,,,0,,,,0,0,0,0,0,16h25m24.62s,246.3526,+54d18m14.8s,54.304104,6.49,,,0,6.47,0,0,0,10.1,0.01,0,V (Johnson),9.137,,0,3499,68,-68,0,0.3,0.07,-0.07,0,0.31,0.06,-0.06,0,9/28/2017,Multiple Observatories
GJ 649,b,GJ 649 b,Radial Velocity,0,1,598.3,4.2,-4.2,0,1.135,0.035,-0.035,0,0.3,0.08,-0.08,0,,,,,0.328,0.032,-0.032,0,Msini,,,,,,,,,0,0,0,0,16h58m08.85s,254.53688,+25d44m39.0s,25.74416,10.38,0,0,0,10.38,0,0,0,9.69,0.02,0,V (Johnson),8.819,,0,3700,60,-60,0,0.54,0.05,-0.05,0,,,,,5/14/2014,W. M. Keck Observatory
GJ 667 C,b,GJ 667 C b,Radial Velocity,0,5,7.2004,0.0017,-0.0017,0,0.0505,0.0044,-0.0053,0,0.13,0.1,-0.11,0,,,,,0.018,0.004,-0.004,0,Msini,,,,,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,7.25,0,0,0,10.22,0.1,0,V (Johnson),9.38,,0,3350,50,-50,0,0.33,0.02,-0.02,0,,,,,5/14/2014,La Silla Observatory
GJ 667 C,c,GJ 667 C c,Radial Velocity,0,5,28.14,0.053,-0.065,0,0.125,0.012,-0.013,0,0.02,0.15,-0.02,0,,,,,0.012,0.005,-0.004,0,Msini,,,,,,,,,0,0,0,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,7.25,0,0,0,10.22,0.1,0,V (Johnson),9.38,,0,3350,50,-50,0,0.33,0.02,-0.02,0,,,,,5/14/2014,La Silla Observatory
GJ 667 C,e,GJ 667 C e,Radial Velocity,1,5,62.24,0.55,-0.55,0,0.213,0.019,-0.022,0,0.02,0.22,-0.02,0,,,,,0.008,0.005,-0.004,0,Msini,,,,,,,,,0,0,0,1,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,7.25,0,0,0,10.22,0.1,0,V (Johnson),9.38,,0,3350,50,-50,0,0.33,0.02,-0.02,0,,,,,5/14/2014,La Silla Observatory
GJ 667 C,f,GJ 667 C f,Radial Velocity,1,5,39.026,0.194,-0.211,0,0.156,0.014,-0.017,0,0.03,0.16,-0.03,0,,,,,0.008,0.004,-0.004,0,Msini,,,,,,,,,0,0,0,1,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,,,0,7.25,0,0,0,10.22,0.1,0,V (Johnson),9.38,,0,3350,50,-50,0,0.33,0.02,-0.02,0,,,,,5/14/2014,La Silla Observatory
