pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
HD 12661,c,HD 12661 c,Radial Velocity,0,2,1708,14,-14,0,2.8145,0.0238,-0.0238,0,0.031,0.022,-0.022,0,,,,,1.812,0.048,-0.048,0,Msini,,,,,,,,,0,0,0,0,02h04m34.29s,31.142866,+25d24m51.5s,25.414305,37.89,0.06,-0.06,0,37.89,0.06,-0.06,0,7.425,0.011,0,V (Johnson),7.247,,0,5645,31,-31,0,1.2,0.1,-0.1,0,1.2,0.02,-0.02,0,11/19/2014,Multiple Observatories
HD 126614,b,HD 126614 b,Radial Velocity,0,1,1244,17,-17,0,2.37,0.04,-0.04,0,0.41,0.1,-0.1,0,,,,0,0.41,0.06,-0.06,0,Msini,,,,0,,,,0,0,0,0,0,14h26m48.28s,216.701172,-05d10m40.0s,-5.17778,73.25,0.24,-0.24,0,73.25,0.24,-0.24,0,8.788,0.019,0,V (Johnson),8.619,,0,5568,23,-23,0,1.26,0.2,-0.2,0,1.32,0.05,-0.05,0,9/6/2018,W. M. Keck Observatory
HD 128311,b,HD 128311 b,Radial Velocity,0,2,453.019,0.404,-0.404,0,1.084,0.006,-0.006,0,0.303,0.011,-0.011,0,30,,,-1,1.769,0.023,-0.023,0,Msini,,,,,,,,,0,0,0,1,14h36m00.56s,219.002335,+09d44m47.5s,9.746518,16.52,0.04,-0.04,0,16.34,0.02,-0.02,0,7.51,0.05,0,V (Johnson),7.167,,0,,,,,0.83,0.01,-0.01,0,0.76,0.02,-0.02,0,6/25/2015,W. M. Keck Observatory
HD 128311,c,HD 128311 c,Radial Velocity,0,2,921.538,1.15,-1.15,0,1.74,0.01,-0.01,0,0.159,0.006,-0.006,0,55.95,14.553,-14.553,0,3.789,0.924,-0.432,0,Mass,,,,,,,,,0,0,0,1,14h36m00.56s,219.002335,+09d44m47.5s,9.746518,16.52,0.04,-0.04,0,16.34,0.02,-0.02,0,7.51,0.05,0,V (Johnson),7.167,,0,,,,,0.83,0.01,-0.01,0,0.76,0.02,-0.02,0,6/25/2015,W. M. Keck Observatory
HD 128356,b,HD 128356 b,Radial Velocity,0,1,298.2,1.6,-1.6,0,0.87,0.03,-0.03,0,0.57,0.08,-0.08,0,,,,,0.89,0.07,-0.07,0,Msini,,,,,,,,,0,0,0,0,14h37m04.89s,219.270355,-25d48m09.2s,-25.802563,26.03,0.52,-0.52,0,,,,,8.29,,0,V (Johnson),,,,4875,100,-100,0,0.65,0.05,-0.05,0,0.85,0.02,-0.02,0,11/10/2016,Multiple Observatories
HD 129445,b,HD 129445 b,Radial Velocity,0,1,1840,55,-55,0,2.9,0.2,-0.2,0,0.7,0.1,-0.1,0,,,,0,1.6,0.6,-0.6,0,Msini,,,,0,,,,0,0,0,0,0,14h46m03.07s,221.512772,-68d45m45.9s,-68.762749,67.57,0.16,-0.16,0,67.57,0.16,-0.16,0,8.8,,0,V (Johnson),8.618,,0,,,,,0.99,,,0,,,,,1/31/2019,Las Campanas Observatory
HD 130322,b,HD 130322 b,Radial Velocity,0,1,10.70871,0.00018,-0.00018,0,0.0925,,,0,0.029,0.016,-0.016,0,,,,,1.15,,,0,Msini,,,,,,,,,0,0,0,0,14h47m32.73s,221.886368,-00d16m53.3s,-0.281476,31.91,0.07,-0.07,0,31.91,0.07,-0.07,0,8.031,0.016,0,V (Johnson),7.834,,0,5387,44,-44,0,0.92,0.03,-0.03,0,0.85,0.04,-0.04,0,2/19/2015,La Silla Observatory
HD 131496,b,HD 131496 b,Radial Velocity,0,1,896,16,-16,0,2.01,0.12,-0.12,0,0.181,0.06,-0.06,0,,,,0,1.8,0.1,-0.1,0,Msini,,,,,,,,0,0,0,0,0,14h53m23.03s,223.345947,+18d14m07.4s,18.235401,132.34,1.15,-1.15,0,132.34,1.15,-1.15,0,7.8,,0,V (Johnson),7.521,,0,4846,,,0,1.34,,,0,4.44,,,0,12/6/2018,W. M. Keck Observatory
HD 131664,b,HD 131664 b,Radial Velocity,0,1,1951,41,-41,0,3.17,0.07,-0.07,0,0.64,0,0,0,,,,0,19.12,1.7,-1.7,0,Msini,,,,0,,,,0,0,0,0,0,15h00m06.08s,225.025314,-73d32m07.2s,-73.535339,52.89,0.1,-0.1,0,52.89,0.1,-0.1,0,8.128,0.012,0,V (Johnson),7.966,,0,5892,40,-40,0,1.19,0.11,-0.11,0,1.08,0.02,-0.02,0,9/6/2018,La Silla Observatory
HD 13167,b,HD 13167 b,Radial Velocity,0,1,2613,17,-17,0,4.1,0.34,-0.34,0,0.563,0.033,-0.033,0,,,,0,3.31,0.16,-0.16,0,Msini,,,,,,,,0,0,0,0,0,02h08m13.78s,32.057426,-24d41m43.5s,-24.69541,149.57,1.08,-1.08,0,149.57,1.08,-1.08,0,8.34,,0,V (Johnson),8.16,,0,5671,,,0,1.35,,,0,2.39,,,0,12/6/2018,W. M. Keck Observatory
HD 13189,b,HD 13189 b,Radial Velocity,0,1,471.60001,6,-6,0,1.25,0.08,-0.08,0,0.27,0.06,-0.06,0,,,,0,10.95,2.92,-2.92,0,Msini,,,,0,,,,0,0,0,0,0,02h09m40.17s,32.417381,+32d18m59.2s,32.316437,504.71,15.82,-15.82,0,504.71,15.82,-15.82,0,7.556,0.011,0,V (Johnson),7.017,,0,4175,33,-33,0,2.24,0.88,-0.88,0,38.41,4.84,-4.84,0,9/6/2018,Thueringer Landessternwarte Tautenburg
HD 132406,b,HD 132406 b,Radial Velocity,0,1,974,39,-39,0,1.98,0.06,-0.06,0,0.34,0.09,-0.09,0,,,,0,5.38,1.31,-1.31,0,Msini,,,,0,,,,0,0,0,0,0,14h56m54.65s,224.227707,+53d22m55.8s,53.382168,70.93,0.14,-0.14,0,70.93,0.14,-0.14,0,8.467,0.013,0,V (Johnson),8.281,,0,5783,38,-38,0,1.03,0.15,-0.15,0,1.34,0.04,-0.04,0,9/6/2018,Haute-Provence Observatory
HD 132563,b,HD 132563 b,Radial Velocity,0,1,1544,34,-34,0,2.62,0.04,-0.04,0,0.22,0.09,-0.09,0,,,,0,1.49,0.09,-0.09,0,Msini,,,,0,,,,0,0,0,0,0,14h58m21.52s,224.589661,+44d02m35.3s,44.043148,105.47,0.28,-0.28,0,105.47,0.28,-0.28,0,8.928,0.016,0,V (Johnson),8.858,,0,6073,51,-51,0,1.08,0.03,-0.03,0,1.09,0.08,-0.08,0,1/31/2019,Roque de los Muchachos Observatory
HD 133131 A,b,HD 133131 A b,Radial Velocity,0,2,649,3,-3,0,1.44,0.005,-0.005,0,0.33,0.03,-0.03,0,,,,,1.42,0.04,-0.04,0,Msini,,,,,,,,,0,0,0,1,15h03m35.45s,225.897705,-27d50m33.3s,-27.842573,47,,,0,51.55,0.15,-0.15,0,8.4,,0,V (Johnson),8.275,,0,5799,19,-19,0,0.95,,,0,,,,,9/8/2016,Las Campanas Observatory
HD 133131 A,c,HD 133131 A c,Radial Velocity,0,2,3568,1084,-1084,0,4.49,0.92,-0.92,0,0.49,0.22,-0.22,0,,,,,0.42,0.15,-0.15,0,Msini,,,,,,,,,0,0,0,1,15h03m35.45s,225.897705,-27d50m33.3s,-27.842573,47,,,0,51.55,0.15,-0.15,0,8.4,,0,V (Johnson),8.275,,0,5799,19,-19,0,0.95,,,0,,,,,9/8/2016,Las Campanas Observatory
HD 133131 B,b,HD 133131 B b,Radial Velocity,0,1,5769,831,-831,0,6.15,0.59,-0.59,0,0.61,0.04,-0.04,0,,,,,2.5,0.05,-0.05,0,Msini,,,,,,,,,0,0,0,1,15h03m35.81s,225.8992,-27d50m27.6s,-27.840994,47,,,0,51.37,0.17,-0.17,0,8.42,,0,V (Johnson),8.257,,0,5805,15,-15,0,0.93,,,0,,,,,9/8/2016,Las Campanas Observatory
HD 134060,b,HD 134060 b,Radial Velocity,0,2,3.2696,0.0001,-0.0001,0,0.0444,0.0013,-0.0014,0,0.45,0.04,-0.04,0,,,,0,0.0318,0.0025,-0.0024,0,Msini,,,,0,,,,0,0,0,0,0,15h10m44.74s,227.686432,-61d25m20.4s,-61.422321,24.2,0.26,-0.26,0,24.03,0.02,-0.02,0,6.29,,0,V (Johnson),6.133,,0,5966,14,-14,0,1.09,,,0,,,,0,2/7/2019,La Silla Observatory
HD 134060,c,HD 134060 c,Radial Velocity,0,2,1291.5646,48.0333,-44.2197,0,2.3928,0.0929,-0.0951,0,0.11,0.13,-0.07,0,,,,0,0.0922,0.0139,-0.0133,0,Msini,,,,0,,,,0,0,0,0,0,15h10m44.74s,227.686432,-61d25m20.4s,-61.422321,24.2,0.26,-0.26,0,24.03,0.02,-0.02,0,6.29,,0,V (Johnson),6.133,,0,5966,14,-14,0,1.09,,,0,,,,0,2/7/2019,La Silla Observatory
HD 134987,b,HD 134987 b,Radial Velocity,0,2,258.17999,0.07,-0.07,0,0.81,0.02,-0.02,0,0.23,0,0,0,,,,0,1.61,0.07,-0.07,0,Msini,,,,0,,,,0,0,0,0,0,15h13m28.67s,228.369446,-25d18m33.6s,-25.309347,26.2,0.05,-0.05,0,26.2,0.05,-0.05,0,6.45,,0,V (Johnson),6.286,,0,5736,17,-17,0,1.1,0.07,-0.07,0,1.22,0.03,-0.03,0,9/6/2018,W. M. Keck Observatory
HD 134987,c,HD 134987 c,Radial Velocity,0,2,5000,400,-400,0,5.8,0.5,-0.5,0,0.12,0.02,-0.02,0,,,,0,0.82,0.03,-0.03,0,Msini,,,,0,,,,0,0,0,0,0,15h13m28.67s,228.369446,-25d18m33.6s,-25.309347,26.2,0.05,-0.05,0,26.2,0.05,-0.05,0,6.45,,0,V (Johnson),6.286,,0,5736,17,-17,0,1.1,0.07,-0.07,0,1.22,0.03,-0.03,0,1/31/2019,Multiple Observatories
HD 136352,b,HD 136352 b,Radial Velocity,0,3,11.5824,0.0024,-0.0025,0,0.0934,0.0037,-0.004,0,0.14,0.08,-0.08,0,,,,0,0.0151,0.0018,-0.0018,0,Msini,,,,0,,,,0,0,0,0,0,15h21m48.15s,230.450623,-48d19m03.5s,-48.317627,14.81,0.09,-0.09,0,14.69,0.02,-0.02,0,5.65,,0,V (Johnson),5.462,,0,5664,14,-14,0,0.81,,,0,,,,0,2/7/2019,La Silla Observatory
HD 136352,c,HD 136352 c,Radial Velocity,0,3,27.5821,0.0089,-0.0086,0,0.1666,0.0066,-0.0072,0,0.04,0.05,-0.03,0,,,,0,0.034,0.0034,-0.0033,0,Msini,,,,0,,,,0,0,0,0,0,15h21m48.15s,230.450623,-48d19m03.5s,-48.317627,14.81,0.09,-0.09,0,14.69,0.02,-0.02,0,5.65,,0,V (Johnson),5.462,,0,5664,14,-14,0,0.81,,,0,,,,0,2/7/2019,La Silla Observatory
HD 136352,d,HD 136352 d,Radial Velocity,0,3,107.5983,0.2796,-0.2669,0,0.4128,0.0163,-0.0175,0,0.09,0.1,-0.07,0,,,,0,0.027,0.0037,-0.0036,0,Msini,,,,0,,,,0,0,0,0,0,15h21m48.15s,230.450623,-48d19m03.5s,-48.317627,14.81,0.09,-0.09,0,14.69,0.02,-0.02,0,5.65,,0,V (Johnson),5.462,,0,5664,14,-14,0,0.81,,,0,,,,0,2/7/2019,La Silla Observatory
HD 136418,b,HD 136418 b,Radial Velocity,0,1,464.29999,3.2,-3.2,0,1.29,0.03,-0.03,0,0.25,0.04,-0.04,0,,,,0,2.14,0.15,-0.15,0,Msini,,,,0,,,,0,0,0,0,0,15h19m06.18s,229.775757,+41d43m59.5s,41.733208,105.49,0.31,-0.31,0,105.49,0.31,-0.31,0,7.879,0.011,0,V (Johnson),7.609,,0,4989,10,-10,0,1.48,0.12,-0.12,0,3.78,0.1,-0.1,0,9/6/2018,W. M. Keck Observatory
HD 13724,b,HD 13724 b,Radial Velocity,0,1,14763.405,4901.655,-1599.795,0,12.4,2.6,-0.9,0,0.34,0.09,-0.05,0,,,,0,26.77,4.4,-2.2,0,Msini,,,,0,,,,0,0,0,0,0,02h12m20.68s,33.086163,-46d48m59.0s,-46.816387,43.52,0.05,-0.05,0,43.52,0.05,-0.05,0,7.89,,0,V (Johnson),7.73,,0,5868,27,-27,0,1.14,0.06,-0.06,0,1.07,0.02,-0.02,0,4/11/2019,La Silla Observatory
HD 137388,b,HD 137388 b,Radial Velocity,0,1,330,3,-3,0,0.89,0.02,-0.02,0,0.36,0.12,-0.12,0,,,,0,0.2,0.02,-0.02,0,Msini,,,,0,,,,0,0,0,0,0,15h35m39.93s,233.916367,-80d12m16.5s,-80.20459,40.53,0.05,-0.05,0,40.53,0.05,-0.05,0,8.696,0.013,0,V (Johnson),8.48,,0,5181,29,-29,0,0.68,0.05,-0.05,0,0.88,0.01,-0.01,0,9/6/2018,La Silla Observatory
HD 13908,b,HD 13908 b,Radial Velocity,0,2,19.382,0.006,-0.006,0,0.154,0.0025,-0.0025,0,0.02,0.018,-0.018,0,,,,,0.865,0.035,-0.035,0,Msini,,,,,,,,,0,0,0,0,02h18m14.56s,34.560665,+65d35m39.7s,65.59436,79.73,0.22,-0.22,0,79.73,0.22,-0.22,0,7.508,0.01,0,V (Johnson),7.385,,0,6255,66,-66,0,1.29,0.04,-0.04,0,1.67,0.1,-0.1,0,5/14/2014,Haute-Provence Observatory
HD 13908,c,HD 13908 c,Radial Velocity,0,2,931,17,-17,0,2.03,0.04,-0.04,0,0.12,0.02,-0.02,0,,,,,5.13,0.25,-0.25,0,Msini,,,,,,,,,0,0,0,0,02h18m14.56s,34.560665,+65d35m39.7s,65.59436,79.73,0.22,-0.22,0,79.73,0.22,-0.22,0,7.508,0.01,0,V (Johnson),7.385,,0,6255,66,-66,0,1.29,0.04,-0.04,0,1.67,0.1,-0.1,0,5/14/2014,Haute-Provence Observatory
HD 13931,b,HD 13931 b,Radial Velocity,0,1,4218,390,-390,0,5.15,0.33,-0.33,0,0.02,0.04,-0.04,0,,,,0,2.2,0.21,-0.21,0,Msini,,,,0,,,,0,0,0,0,0,02h16m47.38s,34.197414,+43d46m22.8s,43.772995,47.46,0.14,-0.14,0,47.46,0.14,-0.14,0,7.597,0.011,0,V (Johnson),7.455,,0,5867,25,-25,0,1.3,0.13,-0.13,0,1.25,0.02,-0.02,0,9/6/2018,W. M. Keck Observatory
HD 139357,b,HD 139357 b,Radial Velocity,0,1,1125.7,9,-9,0,2.36,0.2,-0.2,0,0.1,0.02,-0.02,0,,,,0,9.76,2.15,-2.15,0,Msini,,,,0,,,,0,0,0,0,0,15h35m16.20s,233.81749,+53d55m19.7s,53.922142,112.45,0.7,-0.7,0,112.45,0.7,-0.7,0,5.964,0.01,0,V (Johnson),5.612,,0,4700,70,-70,0,1.35,0.24,-0.24,0,11.47,0.75,-0.75,0,1/31/2019,Thueringer Landessternwarte Tautenburg
HD 14067,b,HD 14067 b,Radial Velocity,0,1,1455,13,-12,0,3.4,0.1,-0.1,0,0.533,0.043,-0.047,0,,,,,7.8,0.7,-0.7,0,Msini,,,,,,,,,0,0,0,0,02h17m10.44s,34.293499,+23d46m04.2s,23.767832,142.6,0.84,-0.84,0,142.6,0.84,-0.84,0,6.53,,0,V (Johnson),6.233,,0,4815,100,-100,0,2.4,0.2,-0.2,0,12.4,1.1,-1.1,0,9/25/2014,Okayama Astrophysical Observatory
HD 141399,b,HD 141399 b,Radial Velocity,0,4,94.44,0.05,-0.05,0,0.415,0.011,-0.011,0,0.04,0.02,-0.02,0,,,,,0.451,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,15h46m53.81s,236.724228,+46d59m10.5s,46.986263,36.2,0.5,-0.5,0,37.06,0.03,-0.03,0,7.2,0.02,0,V (Johnson),7.009,,0,5600,40,-40,0,1.07,0.08,-0.08,0,,,,,2/25/2016,Multiple Observatories
HD 141399,c,HD 141399 c,Radial Velocity,0,4,201.99,0.08,-0.08,0,0.689,0.02,-0.02,0,0.048,0.009,-0.009,0,,,,,1.33,0.08,-0.08,0,Msini,,,,,,,,,0,0,0,0,15h46m53.81s,236.724228,+46d59m10.5s,46.986263,36.2,0.5,-0.5,0,37.06,0.03,-0.03,0,7.2,0.02,0,V (Johnson),7.009,,0,5600,40,-40,0,1.07,0.08,-0.08,0,,,,,2/25/2016,Multiple Observatories
HD 141399,d,HD 141399 d,Radial Velocity,0,4,1069.8,6.7,-6.7,0,2.09,0.06,-0.06,0,0.074,0.025,-0.025,0,,,,,1.18,0.08,-0.08,0,Msini,,,,,,,,,0,0,0,0,15h46m53.81s,236.724228,+46d59m10.5s,46.986263,36.2,0.5,-0.5,0,37.06,0.03,-0.03,0,7.2,0.02,0,V (Johnson),7.009,,0,5600,40,-40,0,1.07,0.08,-0.08,0,,,,,2/25/2016,Multiple Observatories
HD 141399,e,HD 141399 e,Radial Velocity,0,4,5000,560,-2000,0,5,1.5,-1.5,0,0.26,0.22,-0.22,0,,,,,0.66,0.1,-0.1,0,Msini,,,,,,,,,0,0,0,0,15h46m53.81s,236.724228,+46d59m10.5s,46.986263,36.2,0.5,-0.5,0,37.06,0.03,-0.03,0,7.2,0.02,0,V (Johnson),7.009,,0,5600,40,-40,0,1.07,0.08,-0.08,0,,,,,2/25/2016,Multiple Observatories
HD 141937,b,HD 141937 b,Radial Velocity,0,1,653.21997,1.2,-1.2,0,1.5,0.03,-0.03,0,0.41,0.01,-0.01,0,,,,0,9.69,0.4,-0.4,0,Msini,,,,0,,,,0,0,0,0,0,15h52m17.55s,238.07312,-18d26m09.8s,-18.436066,33.39,0.07,-0.07,0,33.39,0.07,-0.07,0,7.25,0.011,0,V (Johnson),7.091,,0,5870,9,-9,0,1.09,0.05,-0.05,0,1.03,0.01,-0.01,0,9/6/2018,La Silla Observatory
HD 142,b,HD 142 b,Radial Velocity,0,2,349.7,1.2,-1.2,0,1.02,0.03,-0.03,0,0.17,0.06,-0.06,0,,,,,1.25,0.15,-0.15,0,Msini,,,,,,,,,0,0,0,0,00h06m19.18s,1.579898,-49d04m30.7s,-49.075191,26.21,0.04,-0.04,0,26.21,0.04,-0.04,0,5.7,,0,V (Johnson),5.565,,0,6245,48,-48,0,1.23,0.22,-0.16,0,1.47,0.04,-0.04,0,8/21/2014,Anglo-Australian Telescope
HD 142,c,HD 142 c,Radial Velocity,0,2,6005,477,-477,0,6.8,0.5,-0.5,0,0.21,0.07,-0.07,0,,,,,5.3,0.7,-0.7,0,Msini,,,,,,,,,0,0,0,0,00h06m19.18s,1.579898,-49d04m30.7s,-49.075191,26.21,0.04,-0.04,0,26.21,0.04,-0.04,0,5.7,,0,V (Johnson),5.565,,0,6245,48,-48,0,1.23,0.22,-0.16,0,1.47,0.04,-0.04,0,8/21/2014,Anglo-Australian Telescope
HD 142022 A,b,HD 142022 A b,Radial Velocity,0,1,1928,46,-46,0,2.93,0.07,-0.07,0,0.53,0.2,-0.2,0,,,,0,4.44,3.17,-3.17,0,Msini,,,,0,,,,0,0,0,0,0,16h10m15.02s,242.562592,-84d13m53.8s,-84.231613,34.31,0.03,-0.03,0,34.31,0.03,-0.03,0,7.7,,0,V (Johnson),7.514,,0,5421,77,-77,0,0.9,0.05,-0.05,0,1.04,0.03,-0.03,0,9/6/2018,La Silla Observatory
HD 142245,b,HD 142245 b,Radial Velocity,0,1,1299,48,-48,0,2.78,0.09,-0.09,0,0,,,0,,,,0,3.07,0.42,-0.42,0,Msini,,,,0,,,,0,0,0,0,0,15h52m56.28s,238.234497,+15d25m50.5s,15.430708,97.5,0.39,-0.39,0,97.5,0.39,-0.39,0,7.63,,0,V (Johnson),7.189,,0,4922,13,-13,0,3.5,0.47,-0.47,0,4.63,0.16,-0.16,0,9/6/2018,W. M. Keck Observatory
HD 142415,b,HD 142415 b,Radial Velocity,0,1,386.29999,1.6,-1.6,0,1.06,0.02,-0.02,0,0.5,,,0,,,,0,1.67,0.12,-0.12,0,Msini,,,,0,,,,0,0,0,0,0,15h57m40.79s,239.419968,-60d12m00.9s,-60.200256,35.57,0.04,-0.04,0,35.57,0.04,-0.04,0,7.327,0.01,0,V (Johnson),7.178,,0,5940,28,-28,0,1.07,0.1,-0.1,0,1.04,0.02,-0.02,0,9/6/2018,La Silla Observatory
HD 143105,b,HD 143105 b,Radial Velocity,0,1,2.1974,0.0003,-0.0003,0,0.0379,0.0009,-0.0009,0,0.07,,,1,,,,,1.21,0.06,-0.06,0,Msini,,,,,,,,,0,0,0,0,15h53m36.56s,238.402328,+68d43m12.4s,68.720116,48.7,0.8,-0.8,0,46.84,0.04,-0.04,0,6.75,0.01,0,V (Johnson),6.626,,0,6380,60,-60,0,1.51,0.11,-0.11,0,,,,,2/25/2016,Haute-Provence Observatory
HD 143361,b,HD 143361 b,Radial Velocity,0,1,1039.15,1.64,-1.7,0,1.988,0.018,-0.018,0,0.197,0.006,-0.006,0,,,,0,3.532,0.065,-0.066,0,Msini,,,,0,,,,0,0,0,0,0,16h01m50.35s,240.459778,-44d26m04.3s,-44.434536,68.65,0.29,-0.29,0,68.65,0.29,-0.29,0,9.2,,0,V (Johnson),9.016,,0,5507,10,-10,0,0.97,0.03,-0.03,0,0.92,0.04,-0.04,0,6/27/2019,Las Campanas Observatory
HD 145377,b,HD 145377 b,Radial Velocity,0,1,103.95,0.13,-0.13,0,0.45,0.01,-0.01,0,0.31,0.02,-0.02,0,,,,0,6.02,0.48,-0.48,0,Msini,,,,0,,,,0,0,0,0,0,16h11m36.45s,242.901855,-27d04m41.4s,-27.078173,53.57,0.14,-0.14,0,53.57,0.14,-0.14,0,8.095,0.013,0,V (Johnson),7.97,,0,6014,20,-20,0,1.2,0.14,-0.14,0,1.05,0.02,-0.02,0,9/6/2018,La Silla Observatory
HD 145457,b,HD 145457 b,Radial Velocity,0,1,176.3,0.39,-0.39,0,0.76,0.04,-0.04,0,0.11,0.04,-0.04,0,,,,0,2.23,0.42,-0.42,0,Msini,,,,0,,,,0,0,0,0,0,16h10m03.91s,242.516312,+26d44m33.9s,26.74275,135.82,0.4,-0.4,0,135.82,0.4,-0.4,0,6.566,0.009,0,V (Johnson),6.279,,0,4769,27,-27,0,1.23,0.34,-0.34,0,10.52,0.41,-0.41,0,9/6/2018,Subaru Telescope
HD 145934,b,HD 145934 b,Radial Velocity,0,1,2730,100,-100,0,4.6,0.14,-0.14,0,0.053,0.053,-0.063,0,,,,,2.28,0.26,-0.26,0,Msini,,,,,,,,,0,0,0,0,16h13m09.87s,243.29114,+13d14m22.1s,13.239476,229.35,2.41,-2.41,0,229.35,2.41,-2.41,0,8.5,,0,V (Johnson),8.241,,0,,,,,1.75,0.1,-0.1,0,5.38,0.44,-0.44,0,1/8/2015,W. M. Keck Observatory
HD 1461,b,HD 1461 b,Radial Velocity,0,2,5.77152,0.00045,-0.00045,0,0.0634,0.0022,-0.0022,0,0.172,,,1,,,,,0.02026,0.00192,-0.00192,0,Msini,,,,,,,,,0,0,0,1,00h18m41.87s,4.674448,-08d03m10.8s,-8.053001,23.47,0.03,-0.03,0,23.47,0.03,-0.03,0,6.47,,0,V (Johnson),6.29,,0,5765,18,-18,0,1.02,,,0,,,,,11/19/2015,W. M. Keck Observatory
HD 1461,c,HD 1461 c,Radial Velocity,0,2,13.5052,0.0029,-0.0029,0,0.1117,0.0039,-0.0039,0,0.305,,,1,,,,,0.01759,0.0023,-0.0023,0,Msini,,,,,,,,,0,0,0,0,00h18m41.87s,4.674448,-08d03m10.8s,-8.053001,23.47,0.03,-0.03,0,23.47,0.03,-0.03,0,6.47,,0,V (Johnson),6.29,,0,5765,18,-18,0,1.02,,,0,,,,,11/19/2015,La Silla Observatory
HD 147018,b,HD 147018 b,Radial Velocity,0,2,44.236,0.008,-0.008,0,0.2388,0.0039,-0.0039,0,0.4686,0.0081,-0.0081,0,,,,0,2.12,0.07,-0.07,0,Msini,,,,0,,,,0,0,0,0,0,16h23m00.15s,245.75061,-61d41m19.5s,-61.688763,42.96,1.59,-1.59,0,40.47,0.07,-0.07,0,8.3,,0,V (Johnson),8.111,,0,5441,55,-55,0,0.93,0.03,-0.03,0,,,,,1/31/2019,La Silla Observatory
HD 147018,c,HD 147018 c,Radial Velocity,0,2,1008,18,-18,0,1.922,0.039,-0.039,0,0.133,0.011,-0.011,0,,,,0,6.56,0.32,-0.32,0,Msini,,,,0,,,,0,0,0,0,0,16h23m00.15s,245.75061,-61d41m19.5s,-61.688763,42.96,1.59,-1.59,0,40.47,0.07,-0.07,0,8.3,,0,V (Johnson),8.111,,0,5441,55,-55,0,0.93,0.03,-0.03,0,,,,,1/31/2019,La Silla Observatory
HD 147379,b,HD 147379 b,Radial Velocity,0,1,86.78,0.16,-0.15,0,0.323,0.005,-0.006,0,0.07,0.04,-0.04,0,,,,0,0.08983,0.00469,-0.00456,0,Msini,,,,0,,,,0,0,0,0,0,16h16m42.75s,244.178116,+67d14m19.8s,67.238846,10.77,0,0,0,10.77,0,0,0,8.896,,0,V (Johnson),7.901,,0,4156,73,-73,0,0.6,0.07,-0.07,0,,,,0,11/8/2018,Calar Alto Observatory
HD 147513,b,HD 147513 b,Radial Velocity,0,1,528.4,6.3,-6.3,0,1.32,,,0,0.26,0.05,-0.05,0,,,,0,1.21,,,0,Msini,,,,0,,,,0,0,0,0,0,16h24m01.29s,246.005371,-39d11m34.7s,-39.192982,12.91,0.02,-0.02,0,12.91,0.02,-0.02,0,5.39,,0,V (Johnson),5.194,,0,5883,,,0,1.11,,,0,,,,,1/31/2019,La Silla Observatory
HD 14787,b,HD 14787 b,Radial Velocity,0,1,676.6,8.1,-8.1,0,1.7,0.19,-0.19,0,0.155,0.073,-0.073,0,,,,0,1.121,0.069,-0.069,0,Msini,,,,,,,,0,0,0,0,0,02h23m14.05s,35.808552,+10d50m12.3s,10.836746,119.54,0.75,-0.75,0,119.54,0.75,-0.75,0,7.63,,0,V (Johnson),7.378,,0,4946,,,0,1.43,,,0,5.01,,,0,12/6/2018,W. M. Keck Observatory
HD 147873,b,HD 147873 b,Radial Velocity,0,2,116.596,0.023,-0.023,0,0.522,0.018,-0.018,0,0.207,0.013,-0.013,0,,,,,5.14,0.34,-0.34,0,Msini,,,,,,,,,0,0,0,0,16h25m45.15s,246.438141,-33d34m01.6s,-33.56712,109.38,1.01,-1.01,0,109.38,1.01,-1.01,0,7.96,,0,V (Johnson),7.818,,0,5972,100,-100,0,1.38,0.05,-0.05,0,2.29,0.1,-0.1,0,11/10/2016,Multiple Observatories
HD 147873,c,HD 147873 c,Radial Velocity,0,2,491.54,0.79,-0.79,0,1.36,0.05,-0.05,0,0.23,0.03,-0.03,0,,,,,2.3,0.18,-0.18,0,Msini,,,,,,,,,0,0,0,0,16h25m45.15s,246.438141,-33d34m01.6s,-33.56712,109.38,1.01,-1.01,0,109.38,1.01,-1.01,0,7.96,,0,V (Johnson),7.818,,0,5972,100,-100,0,1.38,0.05,-0.05,0,2.29,0.1,-0.1,0,11/10/2016,Multiple Observatories
